f si sl ac k2
665 8.0 2.586961 7.07995 0.73622
666 7.0 3.330216 6.907633 0.730804
667 8.0 2.81241 6.820943 0.738773
668 10.0 3.016402 6.886735 0.738825
669 5.0 3.277136 6.962678 0.732503
670 11.0 3.098821 6.71857 0.74091
671 6.0 2.896217 7.100461 0.737233
672 11.0 3.596176 7.218134 0.735149
673 8.0 2.898598 7.259559 0.741337
674 9.0 3.143141 7.271518 0.736679
675 9.0 2.607659 7.347596 0.738584
676 8.0 2.981189 7.478389 0.732767
677 8.0 3.031729 7.428586 0.732844
678 9.0 2.894365 7.223934 0.737494
679 9.0 3.408901 7.027558 0.745053
680 10.0 3.012138 7.004152 0.745139
681 9.0 3.857108 7.186654 0.747498
682 10.0 3.16909 7.285671 0.746637
683 11.0 3.250996 7.09283 0.745981
684 11.0 3.040781 7.095925 0.741509
685 10.0 2.897385 7.131284 0.742455
686 11.0 3.18992 6.522984 0.746911
687 12.0 2.877767 6.840751 0.741741
688 10.0 3.262391 7.149819 0.738794
689 9.0 3.052428 6.868035 0.745526
690 10.0 2.411295 6.937203 0.743902
691 10.0 2.653074 6.693061 0.741287
692 11.0 2.897576 6.325748 0.746546
693 8.0 2.95459 6.814482 0.738885
694 11.0 2.797899 7.080346 0.740056
695 13.0 3.376565 6.760835 0.743989
696 9.0 2.375798 6.660528 0.74476
697 7.0 3.004526 6.890688 0.745065
698 8.0 2.988169 6.930665 0.745917
699 10.0 3.040425 6.923963 0.74926
700 7.0 3.29655 7.114621 0.744012
701 9.0 2.645724 6.948528 0.745198
702 10.0 3.169937 7.107035 0.742993
703 12.0 3.518914 6.752415 0.740448
704 10.0 2.839794 7.235428 0.740244
705 7.0 2.726745 7.08667 0.732805
706 8.0 2.417864 7.05814 0.738326
707 10.0 2.747731 7.346496 0.73899
708 7.0 2.764381 6.978568 0.735885
709 9.0 3.131238 7.159485 0.734584
710 6.0 3.114394 6.856315 0.737565
711 6.0 2.697411 6.757601 0.736567
712 9.0 3.01577 6.958307 0.734042
713 8.0 3.168144 7.151385 0.739833
714 12.0 3.482426 6.990279 0.737949
715 11.0 3.371216 6.684606 0.742563
716 12.0 2.8861 6.866775 0.733563
717 8.0 3.057133 6.903757 0.741181
718 9.0 2.85425 6.887381 0.742624
719 10.0 2.657837 6.892703 0.738897
720 7.0 2.888908 7.035039 0.739382
721 10.0 2.602345 6.792613 0.739514
722 10.0 2.601453 6.641637 0.736573
723 11.0 2.75104 6.934717 0.736281
724 8.0 2.44881 7.029942 0.733244
725 7.0 2.178367 6.861451 0.736883
726 9.0 2.782376 6.899172 0.737107
727 7.0 3.444023 7.067342 0.733853
728 9.0 2.647082 7.277073 0.726772
729 12.0 3.24791 7.067436 0.733016
730 11.0 2.900573 7.169686 0.726241
731 9.0 2.839358 7.148087 0.735189
732 9.0 2.828769 7.114168 0.732755
733 10.0 2.660655 6.987271 0.735125
734 8.0 3.094623 7.268369 0.737037
735 7.0 2.885032 7.041485 0.740088
736 7.0 3.497609 7.396546 0.737478
737 6.0 2.554565 7.15488 0.737142
738 8.0 2.960326 7.043229 0.734905
739 11.0 2.569531 7.091394 0.731906
740 9.0 3.054524 7.36878 0.732828
741 7.0 2.834795 6.916294 0.733623
742 7.0 3.135781 6.555631 0.734962
743 7.0 2.909992 7.00785 0.731853
744 6.0 2.548108 7.216002 0.732817
745 8.0 2.913494 7.201089 0.735059
746 4.0 2.607476 7.531331 0.730983
747 6.0 3.243286 7.740063 0.729549
748 5.0 2.704587 7.77654 0.730208
749 6.0 3.328311 7.922675 0.732614
750 9.0 2.902509 7.858374 0.72765
751 10.0 3.283712 7.695001 0.728114
752 11.0 2.910463 7.736196 0.724895
753 9.0 2.943269 7.580877 0.726124
754 6.0 3.326737 7.775857 0.72923
755 10.0 2.745085 7.629747 0.726734
756 7.0 2.6284 7.603334 0.729615
757 10.0 2.624748 7.637338 0.729637
758 10.0 2.680459 7.517682 0.729543
759 4.0 3.064435 7.59377 0.727224
760 9.0 3.142498 7.78828 0.728894
761 7.0 3.497907 7.445342 0.730761
762 8.0 2.872574 7.825764 0.72866
763 6.0 2.789911 7.623531 0.72722
764 8.0 2.91329 7.759715 0.722021
765 7.0 2.976073 7.879517 0.725709
766 8.0 2.583164 7.557192 0.730582
767 10.0 2.940706 7.76255 0.731804
768 7.0 2.65703 7.727227 0.729875
769 6.0 2.487345 7.478793 0.730154
770 6.0 2.63991 7.559836 0.729051
771 7.0 2.799704 7.586194 0.731357
772 8.0 3.282341 7.427682 0.727299
773 8.0 3.185175 7.702756 0.725068
774 6.0 3.700944 7.577657 0.728649
775 9.0 2.850861 7.540893 0.725501
776 7.0 3.305887 7.287333 0.72433
777 9.0 2.72414 6.888303 0.727616
778 6.0 2.840835 7.073703 0.735285
779 6.0 2.399588 6.965841 0.732678
780 7.0 2.702623 7.127886 0.726656
781 6.0 2.724646 7.346492 0.723341
782 7.0 2.807923 7.096458 0.72696
783 9.0 2.849387 7.175877 0.729538
784 9.0 2.600161 7.115044 0.724026
785 9.0 2.600361 7.346264 0.724739
786 9.0 2.65418 7.394116 0.728199
787 9.0 3.125316 7.543617 0.722884
788 10.0 2.801518 7.106383 0.730076
789 10.0 2.669221 6.991008 0.728248
790 8.0 2.35913 6.852767 0.728095
791 10.0 3.386088 7.088335 0.726774
792 11.0 2.720966 7.058577 0.73216
793 8.0 3.604572 7.397227 0.731588
794 7.0 3.535415 7.333014 0.730783
795 10.0 3.072488 7.158707 0.729247
796 5.0 2.365856 7.223534 0.730958
797 9.0 2.751517 6.798167 0.734469
798 10.0 2.480786 7.225141 0.729272
799 6.0 2.510171 7.316636 0.731253
800 9.0 2.589619 7.222557 0.731422
801 8.0 2.404059 7.062732 0.734526
802 10.0 2.47897 7.118194 0.730893
803 5.0 2.741539 7.019163 0.733917
804 8.0 3.435147 6.842646 0.734811
805 7.0 2.707896 6.825087 0.737176
806 8.0 3.134611 6.840961 0.734974
807 11.0 2.936868 6.780473 0.730082
808 8.0 2.927762 6.783896 0.736896
809 8.0 3.178963 6.820739 0.735501
810 8.0 2.777292 6.911606 0.738024
811 8.0 2.380955 6.797008 0.737998
812 9.0 2.074583 6.823191 0.736737
813 8.0 3.054522 6.988894 0.737422
814 9.0 2.897291 7.039422 0.735714
815 11.0 3.317657 6.915044 0.738495
816 13.0 3.406149 6.970195 0.737819
817 10.0 3.215069 6.731289 0.7413
818 11.0 3.105628 6.654297 0.741962
819 10.0 3.170095 6.722954 0.737027
820 10.0 3.329435 6.796721 0.735395
821 10.0 2.8746 6.669327 0.739413
822 9.0 3.283673 6.649962 0.740867
823 8.0 2.30078 6.503317 0.743221
824 10.0 2.940472 6.618075 0.742201
825 9.0 2.180445 6.716361 0.739018
826 6.0 2.478314 6.639583 0.739807
827 7.0 2.650744 6.711333 0.733572
828 8.0 2.553949 6.367088 0.733573
829 7.0 2.555838 6.637291 0.738078
830 10.0 3.098263 6.586198 0.736463
831 10.0 2.953588 7.164415 0.735308
832 10.0 2.618829 7.209536 0.734518
833 9.0 2.803361 7.219659 0.730567
834 10.0 2.67883 7.167957 0.734185
835 10.0 2.667772 7.320039 0.726124
836 9.0 3.015686 7.299704 0.726016
837 9.0 2.937806 7.116659 0.730441
838 10.0 3.143376 7.243172 0.731628
839 9.0 3.195468 7.278982 0.729251
840 8.0 2.967068 7.207478 0.729029
841 8.0 2.795423 7.259313 0.732378
842 9.0 2.845476 7.150205 0.732234
843 11.0 2.98535 7.03386 0.732281
844 11.0 3.436404 7.032979 0.725261
845 12.0 2.76166 7.247431 0.724985
846 8.0 2.874411 7.012947 0.730986
847 8.0 3.084636 7.196144 0.722865
848 10.0 2.748212 7.344838 0.728492
849 10.0 2.78258 6.996699 0.728997
850 11.0 2.572572 7.254657 0.731186
851 9.0 2.097314 7.07701 0.733248
852 9.0 2.161923 7.278324 0.726273
853 9.0 2.649518 7.078798 0.731939
854 7.0 3.011032 6.949479 0.727085
855 7.0 2.620044 7.023002 0.723932
856 7.0 2.798568 7.106836 0.724381
857 8.0 2.677812 7.22188 0.720731
858 8.0 2.363025 6.892158 0.721444
859 9.0 2.750264 7.384256 0.723213
860 12.0 3.069943 7.49732 0.723896
861 6.0 2.492744 7.311038 0.724399
862 10.0 2.797004 7.020802 0.72751
863 10.0 2.43634 7.034948 0.729275
864 11.0 2.670628 6.662015 0.727147
865 9.0 2.09523 6.648255 0.730425
866 11.0 2.403373 6.451665 0.725047
867 10.0 2.363589 6.800283 0.726245
868 12.0 2.924288 6.575952 0.723483
869 11.0 2.688894 6.612909 0.726632
870 10.0 3.145393 6.394361 0.730492
871 9.0 2.886661 6.332345 0.727748
872 10.0 2.434743 6.358823 0.728413
873 10.0 2.863518 6.39925 0.727563
874 11.0 1.933001 6.447877 0.728435
875 8.0 2.396644 6.599278 0.729843
876 9.0 2.692902 6.608028 0.733136
877 7.0 2.477458 6.647824 0.729158
878 5.0 2.696319 6.918221 0.726519
879 6.0 2.793082 6.996544 0.726294
880 5.0 3.252687 6.705597 0.726664
881 8.0 2.888078 6.749054 0.723387
882 9.0 2.46967 6.600565 0.722918
883 11.0 2.1918 6.419657 0.721842
884 9.0 2.657824 6.540499 0.725008
885 7.0 2.476917 6.588858 0.72289
886 9.0 2.278918 6.455071 0.725376
887 9.0 2.307551 6.393125 0.727869
888 10.0 2.087391 6.322431 0.734281
889 7.0 1.892542 6.462214 0.734792
890 7.0 2.355597 6.68869 0.733315
891 9.0 2.654507 6.607935 0.730727
892 8.0 2.484259 6.575406 0.730741
893 6.0 2.61363 6.798251 0.72836
894 7.0 2.281855 6.668799 0.730652
895 6.0 3.024844 6.603534 0.733828
896 7.0 2.467521 6.782764 0.729233
897 6.0 2.424888 6.602867 0.727199
898 6.0 3.215949 6.691763 0.730749
899 7.0 2.843795 6.685021 0.731308
900 8.0 2.323512 6.609189 0.735269
901 5.0 2.46785 6.746395 0.736694
902 7.0 2.40531 6.749919 0.730431
903 7.0 2.095914 6.776412 0.734917
904 6.0 2.355877 6.627039 0.73529
905 6.0 1.976461 6.685021 0.736788
906 6.0 2.07953 6.787537 0.7373
907 6.0 2.618984 6.747156 0.73659
908 6.0 2.686487 6.559725 0.738235
909 7.0 1.976689 6.643291 0.734155
910 6.0 2.237822 6.649566 0.732101
911 5.0 2.629503 6.494505 0.736091
912 5.0 2.386377 6.185802 0.739166
913 6.0 2.184862 6.21707 0.739073
914 6.0 2.544872 6.156691 0.742596
915 3.0 2.299187 6.084416 0.74092
916 4.0 2.370076 6.112222 0.739768
917 8.0 2.239784 5.873636 0.739371
918 7.0 2.449474 5.707657 0.739143
919 5.0 2.495532 5.832422 0.736461
920 6.0 2.391133 5.612597 0.739846
921 2.0 2.561308 5.70987 0.73897
922 5.0 2.476127 5.786629 0.73963
923 6.0 2.283748 6.576871 0.73718
924 5.0 2.634196 6.367564 0.737373
925 5.0 2.699652 6.419789 0.738547
926 6.0 2.913924 6.607477 0.731097
927 5.0 2.91611 6.575467 0.735315
928 5.0 2.695444 6.495353 0.731261
929 5.0 3.263361 6.617961 0.735074
930 6.0 3.14649 6.553545 0.737046
931 5.0 2.239633 6.831097 0.734508
932 6.0 2.658945 6.760826 0.737108
933 4.0 3.204474 6.741245 0.735799
934 4.0 3.561141 6.777409 0.734774
935 4.0 3.205035 6.701798 0.737849
936 5.0 3.270612 6.914692 0.738116
937 6.0 3.05282 6.975242 0.740438
938 5.0 3.140719 7.208735 0.743314
939 4.0 3.079197 7.209922 0.742867
940 4.0 3.456315 7.001447 0.744748
941 5.0 2.815045 7.157605 0.743697
942 5.0 2.451765 7.314826 0.739374
943 6.0 2.963562 6.962705 0.743351
944 6.0 2.414424 7.4027 0.741788
945 6.0 2.613097 7.32103 0.737898
946 6.0 2.885144 7.429573 0.738461
947 6.0 2.170621 7.167123 0.739432
948 4.0 2.328305 7.251923 0.741294
949 4.0 2.691682 6.903116 0.736796
950 4.0 2.751471 6.969224 0.733324
951 6.0 2.363644 6.714455 0.740577
952 6.0 3.091744 7.052099 0.738513
953 4.0 2.562463 7.222459 0.739354
954 5.0 3.089309 6.776251 0.742875
955 5.0 3.500549 7.017382 0.737152
956 4.0 3.20921 6.937932 0.738397
957 4.0 2.815865 6.762515 0.743457
958 4.0 2.839146 6.809818 0.742758
959 3.0 2.823391 7.024067 0.741763
960 3.0 2.940482 7.237047 0.739958
961 4.0 2.717983 6.986746 0.740873
962 4.0 2.944524 6.859254 0.745729
963 4.0 2.810811 6.965682 0.741313
964 6.0 2.028539 7.188857 0.739204
965 5.0 2.155594 7.025963 0.740985
966 5.0 2.562146 6.784132 0.743483
967 5.0 2.334134 7.132784 0.747126
968 5.0 2.520227 7.320738 0.742735
969 6.0 2.860839 7.114691 0.750054
970 6.0 2.462016 7.286986 0.743986
971 5.0 2.497529 7.378929 0.741952
972 6.0 3.501018 7.083881 0.743412
973 6.0 2.897095 7.193559 0.740315
974 6.0 2.825274 6.977615 0.745085
975 5.0 3.113391 7.085962 0.743816
976 6.0 2.941097 7.179653 0.744407
977 6.0 2.624843 7.270268 0.73905
978 6.0 2.072815 7.434549 0.742715
979 3.0 3.013123 6.742013 0.743306
980 4.0 2.621623 6.817808 0.741975
981 4.0 2.532663 7.073291 0.739627
982 6.0 2.555053 6.938022 0.743751
983 4.0 2.709158 7.143901 0.744644
984 4.0 2.454387 7.746107 0.739144
985 4.0 3.972771 7.927526 0.731257
986 6.0 3.358115 7.323309 0.730882
987 5.0 2.838002 7.447436 0.73027
988 5.0 3.231197 7.204549 0.735974
989 7.0 3.213608 6.921855 0.737786
990 7.0 2.950228 7.532354 0.732954
991 5.0 3.064407 7.504875 0.735477
992 5.0 3.261481 7.461528 0.735434
993 6.0 3.208061 7.157969 0.741378
994 8.0 3.311654 7.166134 0.742714
995 5.0 2.882527 7.385912 0.737213
996 5.0 2.550315 7.41171 0.732137
997 5.0 3.217567 6.993332 0.740095
998 5.0 3.607818 7.056945 0.740408
999 5.0 3.224504 6.899099 0.740097
1000 5.0 2.951011 7.046467 0.74043
1001 5.0 3.363404 7.494009 0.737514
1002 6.0 2.602123 7.305106 0.73483
1003 6.0 2.890022 7.05358 0.735108
1004 6.0 3.070186 7.055153 0.736468
1005 6.0 2.836167 7.015263 0.741903
1006 7.0 3.18303 7.202848 0.739041
1007 6.0 3.479971 7.079222 0.742578
1008 7.0 2.971711 6.994435 0.743986
1009 6.0 3.220414 6.896077 0.741395
1010 6.0 3.178382 6.983846 0.74406
1011 7.0 2.636802 7.041094 0.743572
1012 7.0 2.706629 7.103564 0.744387
1013 7.0 2.705606 7.078018 0.740487
1014 5.0 3.111876 7.1825 0.745609
1015 6.0 3.102028 7.312637 0.744633
1016 7.0 2.87301 7.720475 0.743825
1017 4.0 2.641713 7.442309 0.744866
1018 3.0 3.053548 7.581975 0.744404
1019 4.0 3.068107 7.822095 0.738158
1020 6.0 3.325079 7.827274 0.735623
1021 3.0 3.095075 7.946221 0.741067
1022 4.0 3.026777 8.004249 0.743216
1023 3.0 2.610787 7.715378 0.746614
1024 3.0 2.3105 7.687936 0.747373
1025 5.0 3.176451 7.542559 0.744664
1026 5.0 3.001577 7.459978 0.744449
1027 4.0 2.589973 7.260828 0.746497
1028 4.0 3.103993 7.220143 0.743012
1029 3.0 2.461112 7.332674 0.745132
1030 4.0 2.681907 7.688929 0.744433
1031 3.0 2.501607 7.631886 0.742607
1032 2.0 2.409541 7.600617 0.745867
1033 3.0 2.769446 7.725889 0.740613
1034 4.0 2.766915 7.883402 0.74175
1035 4.0 2.493162 7.991691 0.739957
1036 4.0 2.601862 7.68928 0.743398
1037 3.0 2.004853 7.862962 0.741846
1038 2.0 2.735254 7.911843 0.735766
1039 4.0 2.486493 7.660359 0.736061
1040 3.0 2.755473 7.901467 0.736032
1041 4.0 3.36964 8.049872 0.729201
1042 2.0 2.820012 8.035093 0.731191
1043 3.0 3.175877 7.876801 0.733834
1044 2.0 2.952583 7.694964 0.737315
1045 1.0 2.623784 7.835375 0.727814
1046 5.0 3.027439 7.749007 0.7311
1047 3.0 2.143821 7.951978 0.732551
1048 5.0 2.724335 8.137146 0.729476
1049 7.0 2.758899 8.236216 0.731388
1050 4.0 2.812631 8.169201 0.731898
1051 6.0 2.686822 7.99948 0.738326
1052 5.0 2.91587 8.04514 0.734172
1053 5.0 2.795917 7.865657 0.742961
1054 7.0 2.860863 7.679466 0.743823
1055 9.0 2.977049 7.958097 0.742981
1056 9.0 2.767548 7.987928 0.741933
1057 9.0 3.438847 7.789048 0.74413
1058 11.0 2.835305 7.842906 0.743649
1059 9.0 3.657259 8.063245 0.744735
1060 10.0 2.86892 7.800091 0.748197
1061 11.0 3.165771 7.866339 0.743582
1062 8.0 2.943982 7.921405 0.744619
1063 6.0 2.946152 7.873405 0.743767
1064 6.0 2.577017 7.909083 0.741122
1065 7.0 3.482604 7.703867 0.745368
1066 10.0 2.79637 7.699608 0.745034
1067 7.0 3.070148 7.359586 0.744619
1068 9.0 2.752327 7.364058 0.749845
1069 10.0 2.534005 7.426101 0.749394
1070 6.0 2.846297 7.160495 0.746186
1071 7.0 2.400193 6.91722 0.745848
1072 4.0 2.419326 7.171215 0.742301
1073 6.0 2.537233 7.220201 0.740961
1074 9.0 2.805191 7.30585 0.741824
1075 6.0 3.345117 7.21037 0.745412
1076 5.0 2.906508 6.968388 0.747476
1077 5.0 2.649054 6.888312 0.749495
1078 6.0 3.198209 7.17363 0.748736
1079 5.0 2.847818 7.027506 0.74746
1080 6.0 3.000612 7.030082 0.744471
1081 6.0 2.891435 7.059165 0.743562
1082 6.0 3.337051 6.975936 0.740758
1083 5.0 3.354029 6.783254 0.744494
1084 4.0 3.12559 6.743654 0.746712
1085 5.0 2.858636 6.773338 0.745103
1086 5.0 3.283618 6.894953 0.746535
1087 5.0 3.563078 7.006718 0.74545
1088 8.0 3.622989 7.100603 0.743789
1089 2.0 3.630319 7.294648 0.742562
1090 5.0 3.481704 7.246431 0.738912
1091 6.0 3.499703 7.396148 0.739134
1092 6.0 3.713784 7.377811 0.737395
1093 6.0 4.054074 7.377139 0.737496
1094 7.0 4.383391 7.652151 0.733828
1095 5.0 3.985198 7.494607 0.734678
1096 4.0 3.89321 7.502489 0.736831
1097 4.0 3.41488 7.309416 0.737967
1098 6.0 3.359607 7.557815 0.741968
1099 4.0 3.657934 7.720033 0.736391
1100 8.0 3.356725 7.757224 0.735477
1101 5.0 3.157588 7.694224 0.73887
1102 5.0 3.313296 7.531587 0.736394
1103 4.0 3.632823 7.492733 0.733203
1104 5.0 4.398545 7.498372 0.735216
1105 6.0 4.185075 7.590679 0.731559
1106 5.0 3.861465 7.612832 0.733513
1107 4.0 3.974319 7.641402 0.73036
1108 4.0 3.811966 7.536681 0.726494
1109 7.0 4.231678 7.172505 0.733542
1110 5.0 3.682365 7.141973 0.73397
1111 5.0 3.516231 7.063807 0.732694
1112 5.0 3.936767 7.404603 0.734563
1113 5.0 3.785514 7.405381 0.729425
1114 7.0 3.053475 7.787626 0.731441
1115 7.0 3.719102 7.761186 0.730617
1116 7.0 3.265474 7.66344 0.731928
1117 5.0 3.386973 7.515464 0.728134
1118 3.0 3.407501 7.279894 0.725995
1119 4.0 3.434421 6.910299 0.729847
1120 7.0 3.437453 6.768764 0.725844
1121 7.0 3.187079 6.980732 0.72754
1122 7.0 3.255719 7.298781 0.72913
1123 8.0 3.47162 7.453227 0.727904
1124 8.0 3.43267 7.655154 0.727973
1125 6.0 3.66588 7.849352 0.72874
1126 5.0 3.266301 7.858272 0.72663
1127 8.0 3.89973 7.89691 0.728998
1128 6.0 3.592673 7.595364 0.725522
1129 5.0 3.74163 7.835907 0.725084
1130 5.0 3.428313 7.919786 0.722254
1131 3.0 3.604404 7.662631 0.722332
1132 7.0 3.662263 8.018958 0.718511
1133 6.0 3.163135 8.134035 0.720091
1134 9.0 3.34241 7.93725 0.721927
1135 7.0 3.404143 8.186726 0.718029
1136 7.0 3.607165 7.933181 0.720833
1137 7.0 3.526706 7.980661 0.722964
1138 6.0 3.739327 7.947306 0.725924
1139 6.0 3.736519 7.782475 0.725147
1140 4.0 2.769968 7.711927 0.726572
1141 5.0 3.619696 7.832074 0.725158
1142 4.0 2.810841 7.617961 0.728471
1143 7.0 3.558446 7.559429 0.731201
1144 10.0 3.133393 7.525706 0.731489
1145 6.0 3.233971 7.562544 0.730662
1146 7.0 2.899452 7.657174 0.728225
1147 7.0 3.273714 7.854084 0.730436
1148 7.0 3.961067 8.059565 0.731355
1149 6.0 4.095098 7.897576 0.734163
1150 7.0 2.702437 7.961084 0.735811
1151 7.0 2.828636 7.868713 0.734602
1152 5.0 2.821146 8.023795 0.733184
1153 10.0 2.892828 7.894078 0.732628
1154 4.0 3.442734 7.631421 0.736763
1155 8.0 3.362625 7.635301 0.735546
1156 6.0 3.626076 7.533474 0.734867
1157 6.0 4.224238 7.830363 0.733084
1158 5.0 3.914415 8.014744 0.730573
1159 8.0 3.571384 8.176062 0.729301
1160 9.0 3.438951 8.027135 0.730759
1161 7.0 3.423616 8.238119 0.736501
1162 9.0 3.301486 8.310449 0.732793
1163 8.0 3.039792 8.138632 0.726988
1164 3.0 3.589432 8.195668 0.728765
1165 7.0 3.0891 8.454051 0.72677
1166 7.0 3.020317 8.456192 0.725077
1167 8.0 3.041461 8.417762 0.726959
1168 9.0 3.32706 8.590814 0.72714
1169 8.0 3.710184 8.590327 0.725036
1170 8.0 3.453334 8.382498 0.722062
1171 7.0 3.360985 8.56987 0.717253
1172 8.0 2.867391 8.308386 0.718453
1173 7.0 3.600051 8.408962 0.724155
1174 8.0 3.16579 8.439135 0.721916
1175 7.0 2.933343 8.379632 0.727039
1176 3.0 3.776514 8.478025 0.717839
1177 6.0 2.615101 8.147456 0.717836
1178 6.0 3.329429 8.159648 0.718011
1179 8.0 3.643982 8.14799 0.718645
1180 4.0 3.484925 8.0238 0.725516
1181 5.0 3.475588 8.007224 0.72414
1182 2.0 3.66023 8.326137 0.720399
1183 4.0 2.995861 8.35798 0.717975
1184 5.0 3.126305 8.272084 0.719882
1185 6.0 2.761037 8.314291 0.71871
1186 6.0 2.910019 8.035254 0.72636
1187 4.0 3.113902 8.210665 0.718486
1188 6.0 3.385803 8.415588 0.717727
1189 4.0 3.460723 8.436745 0.72037
1190 5.0 4.044238 8.213407 0.723877
1191 5.0 3.170507 8.135888 0.724583
1192 6.0 2.717347 8.172697 0.725846
1193 6.0 3.453443 8.233747 0.725942
1194 7.0 3.299067 8.112148 0.724112
1195 7.0 3.006702 8.197125 0.721418
1196 6.0 3.008548 8.004058 0.724413
1197 5.0 3.253925 7.972298 0.729797
1198 5.0 4.308495 8.014516 0.731832
1199 7.0 3.679148 7.94705 0.729876
1200 5.0 3.377078 7.850137 0.728983
1201 5.0 3.180921 8.122221 0.730061
1202 5.0 2.852624 7.998044 0.726247
1203 4.0 3.404387 7.726369 0.730995
1204 5.0 3.289163 7.751175 0.726537
1205 4.0 3.062512 7.991981 0.730837
1206 8.0 2.970341 7.933584 0.733084
1207 7.0 3.157775 7.993284 0.733002
1208 5.0 3.038703 7.627111 0.733718
1209 4.0 3.231226 7.579842 0.735442
1210 7.0 2.68007 7.674785 0.733583
1211 6.0 3.233069 7.230071 0.733912
1212 5.0 3.244742 7.488338 0.730852
1213 4.0 3.286054 7.51631 0.725654
1214 9.0 2.668482 7.784686 0.719153
1215 6.0 3.164514 7.680881 0.723468
1216 6.0 2.853993 8.172656 0.721441
1217 7.0 3.189591 7.959933 0.720988
1218 5.0 4.139285 7.582134 0.727039
1219 7.0 3.757119 7.784352 0.728704
1220 5.0 3.310675 7.541219 0.72601
1221 5.0 3.718278 7.389539 0.729785
1222 8.0 3.775369 7.336755 0.730014
1223 9.0 3.412724 7.310048 0.732233
1224 8.0 3.649739 7.499512 0.735162
1225 7.0 3.60341 7.428369 0.732448
1226 7.0 3.741934 7.463134 0.726915
1227 6.0 3.011503 7.512488 0.723933
1228 5.0 3.405546 7.316621 0.720127
1229 7.0 4.090927 7.495093 0.72237
1230 5.0 3.643765 7.227752 0.72937
1231 8.0 3.350305 7.612348 0.725633
1232 6.0 3.08799 7.57145 0.72948
1233 3.0 3.958907 7.582189 0.724843
1234 8.0 3.216811 7.521235 0.728682
1235 5.0 3.926073 7.785321 0.722983
1236 4.0 3.803953 7.846508 0.714909
1237 6.0 3.466211 7.368013 0.721426
1238 3.0 3.273294 7.25195 0.725152
1239 4.0 3.419692 7.277662 0.728873
1240 5.0 3.257047 7.4869 0.723172
1241 2.0 4.095053 7.969875 0.720352
1242 3.0 3.982706 7.641963 0.72168
1243 2.0 3.701738 7.726177 0.7236
1244 4.0 3.839567 7.37378 0.72796
1245 5.0 2.944312 7.612949 0.723252
1246 4.0 3.721758 7.295557 0.724517
1247 3.0 3.236291 7.651772 0.72154
1248 4.0 2.981141 7.81275 0.719593
1249 4.0 2.788908 7.495782 0.720531
1250 3.0 3.416698 7.757652 0.722926
1251 6.0 2.632541 7.8581 0.717141
1252 3.0 3.539616 8.004461 0.720828
1253 5.0 3.141007 8.122452 0.719507
1254 5.0 3.203351 7.895273 0.718647
1255 7.0 2.58428 7.788679 0.724682
1256 7.0 3.215925 7.698413 0.723166
1257 7.0 2.756999 7.968239 0.719827
1258 5.0 3.22796 7.471524 0.727846
1259 8.0 3.204752 7.3689 0.724324
1260 6.0 3.812903 7.754355 0.722796
1261 7.0 3.24169 7.913948 0.719424
1262 6.0 3.251299 7.715334 0.715143
1263 4.0 3.051267 7.550225 0.716551
1264 6.0 3.788544 7.735675 0.718263
1265 7.0 3.618303 7.738771 0.717286
1266 5.0 3.466073 7.656218 0.709337
1267 4.0 3.230826 7.548459 0.718763
1268 5.0 2.684081 7.440152 0.713597
1269 5.0 3.293574 7.752534 0.712195
1270 6.0 3.039014 7.593931 0.714042
1271 6.0 3.121536 7.533208 0.716859
1272 5.0 3.141924 7.409584 0.722726
1273 4.0 2.742078 7.269564 0.723998
1274 4.0 2.628126 7.555689 0.723938
1275 6.0 2.68652 7.571223 0.721646
1276 7.0 3.571704 7.411118 0.72208
1277 5.0 2.90169 7.338682 0.723528
1278 3.0 3.04185 7.049308 0.723461
1279 4.0 3.488846 6.963253 0.728994
1280 3.0 3.065851 6.993256 0.725019
1281 5.0 2.509254 7.186017 0.727272
1282 6.0 3.405478 6.762035 0.726558
1283 6.0 3.445359 7.158763 0.727915
1284 5.0 3.752181 6.946674 0.72124
1285 5.0 3.202357 7.487443 0.719158
1286 6.0 3.31124 7.593279 0.715614
1287 7.0 2.883604 7.314499 0.718175
